Train,Time,Track,Station,Accessible
Boston,10:51 AM,Track 4,30th Street Station Philadelphia,True
New York,10:53 AM,Track 9,30th Street Station Philadelphia,True
Washington,10:56 AM,Track 7,30th Street Station Philadelphia,True
New York,11:02 AM,Track 4,30th Street Station Philadelphia,True
Atlantic City,11:06 AM,Track,30th Street Station Philadelphia,True
Washington,11:07 AM,Track 5,30th Street Station Philadelphia,True
New York ✈,11:30 AM,Track 4,30th Street Station Philadelphia,True
New York,11:50 AM,Track 9,30th Street Station Philadelphia,True
Norfolk,12:00 PM,Track 5,30th Street Station Philadelphia,True
New York,12:04 PM,Track 4,30th Street Station Philadelphia,True
Washington,12:08 PM,Track 5,30th Street Station Philadelphia,True
New York,12:14 PM,Track 4,30th Street Station Philadelphia,True
Washington,12:34 PM,Track 5,30th Street Station Philadelphia,True
Boston ✈,12:35 PM,Track 4,30th Street Station Philadelphia,True
Atlantic City,12:58 PM,Track,30th Street Station Philadelphia,True
Newport News,1:03 PM,Track 6,30th Street Station Philadelphia,True
Baltimore,1:08 PM,Track 5,30th Street Station Philadelphia,True
New York ✈,1:08 PM,Track 4,30th Street Station Philadelphia,True
Washington,1:45 PM,Track 5,30th Street Station Philadelphia,True
Long Branch,10:55 AM,Track 1,Aberdeen Matawan Station,True
New York -SEC ✈,11:22 AM,Track 2,Aberdeen Matawan Station,True
Long Branch,11:51 AM,Track 1,Aberdeen Matawan Station,True
New York -SEC ✈,12:19 PM,Track 2,Aberdeen Matawan Station,True
Long Branch,12:34 PM,Track 1,Aberdeen Matawan Station,True
Long Branch,1:15 PM,Track 1,Aberdeen Matawan Station,True
New York -SEC ✈,1:19 PM,Track 2,Aberdeen Matawan Station,True
Long Branch,1:53 PM,Track 1,Aberdeen Matawan Station,True
New York -SEC ✈,2:20 PM,Track 2,Aberdeen Matawan Station,True
Long Branch,2:51 PM,Track 1,Aberdeen Matawan Station,True
New York -SEC ✈,3:17 PM,Track 2,Aberdeen Matawan Station,True
Long Branch,3:52 PM,Track 1,Aberdeen Matawan Station,True
New York -SEC ✈,4:11 PM,Track 2,Aberdeen Matawan Station,True
Long Branch,4:40 PM,Track 1,Aberdeen Matawan Station,True
New York -SEC ✈,5:11 PM,Track 2,Aberdeen Matawan Station,True
Bay Head,5:29 PM,Track 1,Aberdeen Matawan Station,True
Bay Head,6:00 PM,Track 1,Aberdeen Matawan Station,True
New York -SEC ✈,6:04 PM,Track 2,Aberdeen Matawan Station,True
Long Branch,6:24 PM,Track 1,Aberdeen Matawan Station,True
Atlantic City,"10:36 AM
           in 14 Min",Track Single,Absecon Station,True
Philadelphia,12:15 PM,Track Single,Absecon Station,True
Atlantic City,12:28 PM,Track Single,Absecon Station,True
Philadelphia,2:06 PM,Track Single,Absecon Station,True
Atlantic City,2:19 PM,Track Single,Absecon Station,True
Philadelphia,3:58 PM,Track Single,Absecon Station,True
Atlantic City,4:11 PM,Track Single,Absecon Station,True
Philadelphia,5:10 PM,Track Single,Absecon Station,True
Atlantic City,6:03 PM,Track Single,Absecon Station,True
Philadelphia,7:05 PM,Track Single,Absecon Station,True
Atlantic City,7:17 PM,Track Single,Absecon Station,True
Atlantic City,8:24 PM,Track Single,Absecon Station,True
Philadelphia,9:04 PM,Track Single,Absecon Station,True
Atlantic City,10:22 PM,Track Single,Absecon Station,True
Philadelphia,11:02 PM,Track Single,Absecon Station,True
Atlantic City,12:19 AM,Track Single,Absecon Station,True
Atlantic City,2:11 AM,Track Single,Absecon Station,True
Port Jervis,"10:37 AM
           in 15 Min",Track 1,Allendale Station,False
Hoboken -SEC,11:09 AM,Track 2,Allendale Station,False
Suffern,11:41 AM,Track 1,Allendale Station,False
Hoboken -SEC,12:10 PM,Track 2,Allendale Station,False
Suffern,12:40 PM,Track 1,Allendale Station,False
Hoboken -SEC,1:09 PM,Track 2,Allendale Station,False
Hoboken -SEC,1:16 PM,Track 2,Allendale Station,False
Suffern,1:31 PM,Track 1,Allendale Station,False
Hoboken -SEC,2:07 PM,Track 2,Allendale Station,False
Suffern,2:32 PM,Track 1,Allendale Station,False
Hoboken -SEC,3:02 PM,Track 2,Allendale Station,False
Hoboken -SEC,3:24 PM,Track 2,Allendale Station,False
Suffern,3:28 PM,Track 1,Allendale Station,False
Suffern,3:42 PM,Track 1,Allendale Station,False
Suffern,4:15 PM,Track 1,Allendale Station,False
Hoboken -SEC,4:21 PM,Track 2,Allendale Station,False
Hoboken -SEC,4:40 PM,Track 2,Allendale Station,False
Suffern,5:05 PM,Track 1,Allendale Station,False
Hoboken -SEC,5:10 PM,Track 2,Allendale Station,False
Long Branch,"10:38 AM
           in 16 Min",Track 2,Allenhurst Station,False
Long Branch,11:36 AM,Track 2,Allenhurst Station,False
Bay Head,11:36 AM,Track 1,Allenhurst Station,False
Bay Head,12:34 PM,Track 1,Allenhurst Station,False
Long Branch,1:37 PM,Track 2,Allenhurst Station,False
Bay Head,2:34 PM,Track 1,Allenhurst Station,False
Long Branch,3:28 PM,Track 2,Allenhurst Station,False
Long Branch,4:28 PM,Track 2,Allenhurst Station,False
Bay Head,4:34 PM,Track 1,Allenhurst Station,False
Bay Head,5:23 PM,Track 1,Allenhurst Station,False
Long Branch,5:58 PM,Track 2,Allenhurst Station,False
Bay Head,6:06 PM,Track 1,Allenhurst Station,False
Bay Head,6:37 PM,Track 1,Allenhurst Station,False
Bay Head,7:19 PM,Track 1,Allenhurst Station,False
Bay Head,7:33 PM,Track 1,Allenhurst Station,False
Long Branch,7:53 PM,Track 2,Allenhurst Station,False
Bay Head,8:09 PM,Track 1,Allenhurst Station,False
Bay Head,8:40 PM,Track 1,Allenhurst Station,False
Long Branch,8:53 PM,Track 2,Allenhurst Station,False
Spring Valley,"10:26 AM
           in 8 Min",Track Single,Anderson Street Station,False
Hoboken -SEC,11:35 AM,Track Single,Anderson Street Station,False
Spring Valley,11:50 AM,Track Single,Anderson Street Station,False
Spring Valley,1:00 PM,Track Single,Anderson Street Station,False
Hoboken -SEC,1:05 PM,Track Single,Anderson Street Station,False
Hoboken -SEC,2:00 PM,Track Single,Anderson Street Station,False
Spring Valley,2:17 PM,Track Single,Anderson Street Station,False
Hoboken -SEC,3:31 PM,Track Single,Anderson Street Station,False
New Bridge Landing,3:46 PM,Track Single,Anderson Street Station,False
Spring Valley,4:33 PM,Track Single,Anderson Street Station,False
Hoboken -SEC,4:38 PM,Track Single,Anderson Street Station,False
Spring Valley,5:08 PM,Track Single,Anderson Street Station,False
Spring Valley,5:31 PM,Track Single,Anderson Street Station,False
Spring Valley,6:10 PM,Track Single,Anderson Street Station,False
Spring Valley,6:29 PM,Track Single,Anderson Street Station,False
Spring Valley,6:48 PM,Track Single,Anderson Street Station,False
Spring Valley,7:18 PM,Track Single,Anderson Street Station,False
Spring Valley,7:58 PM,Track Single,Anderson Street Station,False
Spring Valley,8:51 PM,Track Single,Anderson Street Station,False
High Bridge,11:24 AM,Track Single,Annandale Station,False
New York -SEC,12:23 PM,Track Single,Annandale Station,False
High Bridge,2:22 PM,Track Single,Annandale Station,False
Newark Penn,3:08 PM,Track Single,Annandale Station,False
High Bridge,4:19 PM,Track Single,Annandale Station,False
Newark Penn,4:59 PM,Track Single,Annandale Station,False
High Bridge,6:11 PM,Track Single,Annandale Station,False
High Bridge,6:45 PM,Track Single,Annandale Station,False
High Bridge,7:36 PM,Track Single,Annandale Station,False
High Bridge,8:35 PM,Track Single,Annandale Station,False
High Bridge,10:27 PM,Track Single,Annandale Station,False
High Bridge,12:27 AM,Track Single,Annandale Station,False
Long Branch,"10:34 AM
           in 12 Min",Track 2,Asbury Park Station,True
Long Branch,11:32 AM,Track 2,Asbury Park Station,True
Bay Head,11:40 AM,Track 1,Asbury Park Station,True
Bay Head,12:38 PM,Track 1,Asbury Park Station,True
Long Branch,1:33 PM,Track 2,Asbury Park Station,True
Bay Head,2:38 PM,Track 1,Asbury Park Station,True
Long Branch,3:24 PM,Track 2,Asbury Park Station,True
Long Branch,4:24 PM,Track 2,Asbury Park Station,True
Bay Head,4:38 PM,Track 1,Asbury Park Station,True
Bay Head,5:27 PM,Track 1,Asbury Park Station,True
Long Branch,5:54 PM,Track 2,Asbury Park Station,True
Bay Head,6:10 PM,Track 1,Asbury Park Station,True
Bay Head,6:41 PM,Track 1,Asbury Park Station,True
Bay Head,7:22 PM,Track 1,Asbury Park Station,True
Bay Head,7:37 PM,Track 1,Asbury Park Station,True
Long Branch,7:49 PM,Track 2,Asbury Park Station,True
Bay Head,8:13 PM,Track 1,Asbury Park Station,True
Bay Head,8:44 PM,Track 1,Asbury Park Station,True
Long Branch,8:50 PM,Track 2,Asbury Park Station,True
Philadelphia,11:00 AM,Track Single,Atco Station,True
Atlantic City,11:54 AM,Track Single,Atco Station,True
Philadelphia,12:52 PM,Track Single,Atco Station,True
Atlantic City,1:45 PM,Track Single,Atco Station,True
Philadelphia,2:43 PM,Track Single,Atco Station,True
Atlantic City,3:37 PM,Track Single,Atco Station,True
Philadelphia,4:35 PM,Track Single,Atco Station,True
Atlantic City,5:29 PM,Track Single,Atco Station,True
Philadelphia,5:47 PM,Track Single,Atco Station,True
Atlantic City,6:40 PM,Track Single,Atco Station,True
Philadelphia,7:40 PM,Track Single,Atco Station,True
Atlantic City,7:50 PM,Track Single,Atco Station,True
Philadelphia,9:38 PM,Track Single,Atco Station,True
Atlantic City,9:48 PM,Track Single,Atco Station,True
Philadelphia,11:36 PM,Track Single,Atco Station,True
Atlantic City,11:45 PM,Track Single,Atco Station,True
Atlantic City,1:37 AM,Track Single,Atco Station,True
Philadelphia,12:04 PM,Track 2,Atlantic City Rail Terminal,True
Philadelphia,1:55 PM,Track 3,Atlantic City Rail Terminal,True
Philadelphia,3:47 PM,Track 4,Atlantic City Rail Terminal,True
Philadelphia,4:59 PM,Track 4,Atlantic City Rail Terminal,True
Philadelphia,6:54 PM,Track 4,Atlantic City Rail Terminal,True
Philadelphia,8:53 PM,Track 3,Atlantic City Rail Terminal,True
Philadelphia,10:51 PM,Track 4,Atlantic City Rail Terminal,True
Long Branch,"10:30 AM
           in 13 Min",Track 1,Avenel Station,False
Long Branch,12:10 PM,Track 1,Avenel Station,False
New York -SEC ✈,12:44 PM,Track 2,Avenel Station,False
Long Branch,2:25 PM,Track 1,Avenel Station,False
New York -SEC ✈,2:45 PM,Track 2,Avenel Station,False
Long Branch,3:27 PM,Track 1,Avenel Station,False
South Amboy,4:06 PM,Track 1,Avenel Station,False
New York -SEC ✈,4:36 PM,Track 2,Avenel Station,False
South Amboy,4:56 PM,Track 1,Avenel Station,False
New York -SEC ✈,5:36 PM,Track 2,Avenel Station,False
South Amboy,5:50 PM,Track 1,Avenel Station,False
New York -SEC ✈,5:57 PM,Track 2,Avenel Station,False
Long Branch,5:59 PM,Track 1,Avenel Station,False
South Amboy,6:18 PM,Track 1,Avenel Station,False
Long Branch,6:51 PM,Track 1,Avenel Station,False
South Amboy,7:22 PM,Track 1,Avenel Station,False
Long Branch,7:35 PM,Track 1,Avenel Station,False
Long Branch,8:07 PM,Track 1,Avenel Station,False
New York -SEC ✈,8:21 PM,Track 2,Avenel Station,False
Gladstone,"10:51 AM
           in 28 Min",Track Single,Basking Ridge Station,False
Hoboken,11:15 AM,Track Single,Basking Ridge Station,False
Gladstone,11:51 AM,Track Single,Basking Ridge Station,False
Hoboken,12:15 PM,Track Single,Basking Ridge Station,False
Gladstone,12:51 PM,Track Single,Basking Ridge Station,False
Hoboken,1:15 PM,Track Single,Basking Ridge Station,False
Gladstone,1:51 PM,Track Single,Basking Ridge Station,False
Hoboken,2:15 PM,Track Single,Basking Ridge Station,False
Gladstone,2:51 PM,Track Single,Basking Ridge Station,False
Hoboken,3:12 PM,Track Single,Basking Ridge Station,False
Gladstone,3:53 PM,Track Single,Basking Ridge Station,False
Hoboken,4:16 PM,Track Single,Basking Ridge Station,False
Bernardsville,4:37 PM,Track Single,Basking Ridge Station,False
Hoboken,5:10 PM,Track Single,Basking Ridge Station,False
Gladstone,5:30 PM,Track Single,Basking Ridge Station,False
Gladstone,6:08 PM,Track Single,Basking Ridge Station,False
Gladstone,6:32 PM,Track Single,Basking Ridge Station,False
Gladstone,6:44 PM,Track Single,Basking Ridge Station,False
Gladstone,7:04 PM,Track Single,Basking Ridge Station,False
Long Branch,11:08 AM,Track 2,Bay Head Station,False
Long Branch,1:09 PM,Track 2,Bay Head Station,False
Long Branch,3:00 PM,Track 2,Bay Head Station,False
Long Branch,4:00 PM,Track 2,Bay Head Station,False
Long Branch,5:30 PM,Track 2,Bay Head Station,False
Long Branch,7:25 PM,Track 2,Bay Head Station,False
Long Branch,8:26 PM,Track 2,Bay Head Station,False
Long Branch,10:47 PM,Track 2,Bay Head Station,False
Long Branch,11:30 PM,Track 2,Bay Head Station,False
MSU,11:04 AM,Track 1,Bay Street Station,True
New York -SEC,11:07 AM,Track 2,Bay Street Station,True
MSU,12:04 PM,Track 1,Bay Street Station,True
New York -SEC,12:04 PM,Track 2,Bay Street Station,True
MSU,1:04 PM,Track 1,Bay Street Station,True
New York -SEC,1:04 PM,Track 2,Bay Street Station,True
MSU,2:04 PM,Track 1,Bay Street Station,True
New York -SEC,2:04 PM,Track 2,Bay Street Station,True
Dover,2:31 PM,Track 1,Bay Street Station,True
New York -SEC,3:01 PM,Track 2,Bay Street Station,True
MSU,3:26 PM,Track 1,Bay Street Station,True
Denville,4:04 PM,Track 1,Bay Street Station,True
MSU,4:21 PM,Track 1,Bay Street Station,True
New York -SEC,4:33 PM,Track 2,Bay Street Station,True
Hackettstown,5:02 PM,Track 1,Bay Street Station,True
New York -SEC,5:21 PM,Track 2,Bay Street Station,True
MSU,5:24 PM,Track 1,Bay Street Station,True
Mount Olive,5:37 PM,Track 1,Bay Street Station,True
MSU,5:54 PM,Track 1,Bay Street Station,True
Long Branch,"10:27 AM
           in 5 Min",Track 2,Belmar Station,False
Long Branch,11:25 AM,Track 2,Belmar Station,False
Bay Head,11:47 AM,Track 1,Belmar Station,False
Bay Head,12:45 PM,Track 1,Belmar Station,False
Long Branch,1:26 PM,Track 2,Belmar Station,False
Bay Head,2:45 PM,Track 1,Belmar Station,False
Long Branch,3:17 PM,Track 2,Belmar Station,False
Long Branch,4:17 PM,Track 2,Belmar Station,False
Bay Head,4:45 PM,Track 1,Belmar Station,False
Bay Head,5:34 PM,Track 1,Belmar Station,False
Long Branch,5:47 PM,Track 2,Belmar Station,False
Bay Head,6:17 PM,Track 1,Belmar Station,False
Bay Head,6:48 PM,Track 1,Belmar Station,False
Bay Head,7:29 PM,Track 1,Belmar Station,False
Long Branch,7:42 PM,Track 2,Belmar Station,False
Bay Head,7:44 PM,Track 1,Belmar Station,False
Bay Head,8:20 PM,Track 1,Belmar Station,False
Long Branch,8:43 PM,Track 2,Belmar Station,False
Bay Head,8:51 PM,Track 1,Belmar Station,False
Hoboken,"10:29 AM
           in 7 Min",Track Single,Berkeley Heights Station,False
Gladstone,"10:37 AM
           in 14 Min",Track Single,Berkeley Heights Station,False
Hoboken,11:29 AM,Track Single,Berkeley Heights Station,False
Gladstone,11:37 AM,Track Single,Berkeley Heights Station,False
Hoboken,12:29 PM,Track Single,Berkeley Heights Station,False
Gladstone,12:37 PM,Track Single,Berkeley Heights Station,False
Hoboken,1:29 PM,Track Single,Berkeley Heights Station,False
Gladstone,1:37 PM,Track Single,Berkeley Heights Station,False
Hoboken,2:29 PM,Track Single,Berkeley Heights Station,False
Gladstone,2:37 PM,Track Single,Berkeley Heights Station,False
Hoboken,3:26 PM,Track Single,Berkeley Heights Station,False
Gladstone,3:39 PM,Track Single,Berkeley Heights Station,False
Bernardsville,4:23 PM,Track Single,Berkeley Heights Station,False
Hoboken,4:36 PM,Track Single,Berkeley Heights Station,False
Gladstone,5:16 PM,Track Single,Berkeley Heights Station,False
Hoboken,5:28 PM,Track Single,Berkeley Heights Station,False
Gladstone,5:54 PM,Track Single,Berkeley Heights Station,False
Gladstone,6:15 PM,Track Single,Berkeley Heights Station,False
Gladstone,6:28 PM,Track Single,Berkeley Heights Station,False
Gladstone,10:53 AM,Track Single,Bernardsville Station,False
Hoboken,11:12 AM,Track Single,Bernardsville Station,False
Gladstone,11:53 AM,Track Single,Bernardsville Station,False
Hoboken,12:12 PM,Track Single,Bernardsville Station,False
Gladstone,12:53 PM,Track Single,Bernardsville Station,False
Hoboken,1:12 PM,Track Single,Bernardsville Station,False
Gladstone,1:55 PM,Track Single,Bernardsville Station,False
Hoboken,2:12 PM,Track Single,Bernardsville Station,False
Gladstone,2:53 PM,Track Single,Bernardsville Station,False
Hoboken,3:09 PM,Track Single,Bernardsville Station,False
Gladstone,3:55 PM,Track Single,Bernardsville Station,False
Hoboken,4:13 PM,Track Single,Bernardsville Station,False
Hoboken,5:07 PM,Track Single,Bernardsville Station,False
Gladstone,5:33 PM,Track Single,Bernardsville Station,False
Gladstone,6:11 PM,Track Single,Bernardsville Station,False
Gladstone,6:35 PM,Track Single,Bernardsville Station,False
Gladstone,6:47 PM,Track Single,Bernardsville Station,False
Gladstone,7:07 PM,Track Single,Bernardsville Station,False
Gladstone,7:23 PM,Track Single,Bernardsville Station,False
New York -SEC,"10:25 AM
           in 3 Min",Track 2,Bloomfield Rail Station,False
MSU,10:58 AM,Track 1,Bloomfield Rail Station,False
New York -SEC,11:13 AM,Track 2,Bloomfield Rail Station,False
MSU,11:58 AM,Track 1,Bloomfield Rail Station,False
New York -SEC,12:10 PM,Track 2,Bloomfield Rail Station,False
MSU,12:58 PM,Track 1,Bloomfield Rail Station,False
New York -SEC,1:10 PM,Track 2,Bloomfield Rail Station,False
MSU,1:58 PM,Track 1,Bloomfield Rail Station,False
New York -SEC,2:10 PM,Track 2,Bloomfield Rail Station,False
Dover,2:25 PM,Track 1,Bloomfield Rail Station,False
New York -SEC,3:07 PM,Track 2,Bloomfield Rail Station,False
MSU,3:20 PM,Track 1,Bloomfield Rail Station,False
Denville,3:58 PM,Track 1,Bloomfield Rail Station,False
MSU,4:16 PM,Track 1,Bloomfield Rail Station,False
New York -SEC,4:39 PM,Track 2,Bloomfield Rail Station,False
Hackettstown,4:56 PM,Track 1,Bloomfield Rail Station,False
MSU,5:19 PM,Track 1,Bloomfield Rail Station,False
New York -SEC,5:27 PM,Track 2,Bloomfield Rail Station,False
MSU,5:48 PM,Track 1,Bloomfield Rail Station,False
Dover,3:14 PM,Track Single,Boonton Station,True
Denville,4:45 PM,Track Single,Boonton Station,True
Hackettstown,5:46 PM,Track Single,Boonton Station,True
Mount Olive,6:16 PM,Track Single,Boonton Station,True
Dover,6:58 PM,Track Single,Boonton Station,True
Lake Hopatcong,7:46 PM,Track Single,Boonton Station,True
Hackettstown,8:37 PM,Track Single,Boonton Station,True
Hackettstown,10:13 PM,Track Single,Boonton Station,True
Mount Olive,11:19 PM,Track Single,Boonton Station,True
High Bridge,"10:48 AM
           in 25 Min",Track 1,Bound Brook Station,False
New York -SEC,10:57 AM,Track 2,Bound Brook Station,False
Raritan,11:44 AM,Track 1,Bound Brook Station,False
New York -SEC,11:57 AM,Track 2,Bound Brook Station,False
Raritan,12:45 PM,Track 1,Bound Brook Station,False
New York -SEC,1:00 PM,Track 2,Bound Brook Station,False
High Bridge,1:46 PM,Track 1,Bound Brook Station,False
Newark Penn,1:58 PM,Track 2,Bound Brook Station,False
Raritan,2:45 PM,Track 1,Bound Brook Station,False
Newark Penn,2:58 PM,Track 2,Bound Brook Station,False
High Bridge,3:45 PM,Track 1,Bound Brook Station,False
Newark Penn,3:45 PM,Track 2,Bound Brook Station,False
Newark Penn,4:21 PM,Track 2,Bound Brook Station,False
Raritan,4:58 PM,Track 1,Bound Brook Station,False
High Bridge,5:33 PM,Track 1,Bound Brook Station,False
Newark Penn,5:34 PM,Track 2,Bound Brook Station,False
Raritan,6:00 PM,Track 1,Bound Brook Station,False
Newark Penn,6:03 PM,Track 2,Bound Brook Station,False
High Bridge,6:09 PM,Track 1,Bound Brook Station,False
Long Branch,"10:31 AM
           in 8 Min",Track 2,Bradley Beach Station,False
Long Branch,11:29 AM,Track 2,Bradley Beach Station,False
Bay Head,11:43 AM,Track 1,Bradley Beach Station,False
Bay Head,12:41 PM,Track 1,Bradley Beach Station,False
Long Branch,1:30 PM,Track 2,Bradley Beach Station,False
Bay Head,2:41 PM,Track 1,Bradley Beach Station,False
Long Branch,3:21 PM,Track 2,Bradley Beach Station,False
Long Branch,4:21 PM,Track 2,Bradley Beach Station,False
Bay Head,4:41 PM,Track 1,Bradley Beach Station,False
Bay Head,5:30 PM,Track 1,Bradley Beach Station,False
Long Branch,5:51 PM,Track 2,Bradley Beach Station,False
Bay Head,6:13 PM,Track 1,Bradley Beach Station,False
Bay Head,6:44 PM,Track 1,Bradley Beach Station,False
Bay Head,7:25 PM,Track 1,Bradley Beach Station,False
Bay Head,7:39 PM,Track 1,Bradley Beach Station,False
Long Branch,7:46 PM,Track 2,Bradley Beach Station,False
Bay Head,8:16 PM,Track 1,Bradley Beach Station,False
Bay Head,8:47 PM,Track 1,Bradley Beach Station,False
Long Branch,8:47 PM,Track 2,Bradley Beach Station,False
Dover,"10:29 AM
           in 8 Min",Track 3,Brick Church Station,False
New York -SEC,10:50 AM,Track 2,Brick Church Station,False
Gladstone,11:01 AM,Track 3,Brick Church Station,False
Dover,11:11 AM,Track 3,Brick Church Station,False
Hoboken,11:12 AM,Track 2,Brick Church Station,False
New York -SEC,11:51 AM,Track 2,Brick Church Station,False
Gladstone,12:01 PM,Track 3,Brick Church Station,False
Hoboken,12:05 PM,Track 2,Brick Church Station,False
Dover,12:11 PM,Track 3,Brick Church Station,False
New York -SEC,12:58 PM,Track 2,Brick Church Station,False
Gladstone,1:01 PM,Track 3,Brick Church Station,False
Hoboken,1:06 PM,Track 2,Brick Church Station,False
Dover,1:12 PM,Track 3,Brick Church Station,False
Hoboken,1:34 PM,Track 2,Brick Church Station,False
New York -SEC,1:58 PM,Track 2,Brick Church Station,False
Gladstone,2:02 PM,Track 3,Brick Church Station,False
Hoboken,2:06 PM,Track 2,Brick Church Station,False
Dover,2:17 PM,Track 3,Brick Church Station,False
Dover,2:57 PM,Track 3,Brick Church Station,False
High Bridge,"10:51 AM
           in 28 Min",Track 1,Bridgewater Station,False
New York -SEC,10:54 AM,Track 2,Bridgewater Station,False
Raritan,11:47 AM,Track 1,Bridgewater Station,False
New York -SEC,11:54 AM,Track 2,Bridgewater Station,False
Raritan,12:48 PM,Track 1,Bridgewater Station,False
New York -SEC,12:57 PM,Track 2,Bridgewater Station,False
High Bridge,1:49 PM,Track 1,Bridgewater Station,False
Newark Penn,1:55 PM,Track 2,Bridgewater Station,False
Raritan,2:48 PM,Track 1,Bridgewater Station,False
Newark Penn,2:55 PM,Track 2,Bridgewater Station,False
Newark Penn,3:41 PM,Track 2,Bridgewater Station,False
High Bridge,3:47 PM,Track 1,Bridgewater Station,False
Newark Penn,4:18 PM,Track 2,Bridgewater Station,False
Raritan,5:01 PM,Track 1,Bridgewater Station,False
Newark Penn,5:31 PM,Track 2,Bridgewater Station,False
High Bridge,5:36 PM,Track 1,Bridgewater Station,False
Newark Penn,6:00 PM,Track 2,Bridgewater Station,False
Raritan,6:03 PM,Track 1,Bridgewater Station,False
High Bridge,6:12 PM,Track 1,Bridgewater Station,False
Hoboken -SEC,"10:36 AM
           in 15 Min",Track 2,Broadway Station Fair Lawn,False
Ridgewood,11:12 AM,Track 1,Broadway Station Fair Lawn,False
Hoboken -SEC,11:36 AM,Track 2,Broadway Station Fair Lawn,False
Ridgewood,12:12 PM,Track 1,Broadway Station Fair Lawn,False
Hoboken -SEC,12:36 PM,Track 2,Broadway Station Fair Lawn,False
Suffern,1:12 PM,Track 1,Broadway Station Fair Lawn,False
Hoboken -SEC,1:37 PM,Track 2,Broadway Station Fair Lawn,False
Suffern,2:13 PM,Track 1,Broadway Station Fair Lawn,False
Hoboken -SEC,2:32 PM,Track 2,Broadway Station Fair Lawn,False
Suffern,3:09 PM,Track 1,Broadway Station Fair Lawn,False
Hoboken -SEC,3:43 PM,Track 2,Broadway Station Fair Lawn,False
Suffern,3:55 PM,Track 1,Broadway Station Fair Lawn,False
Waldwick,4:52 PM,Track 1,Broadway Station Fair Lawn,False
Hoboken -SEC,5:00 PM,Track 2,Broadway Station Fair Lawn,False
Ridgewood,5:30 PM,Track 1,Broadway Station Fair Lawn,False
Hoboken -SEC,5:48 PM,Track 2,Broadway Station Fair Lawn,False
Waldwick,6:02 PM,Track 1,Broadway Station Fair Lawn,False
Waldwick,6:36 PM,Track 1,Broadway Station Fair Lawn,False
Hoboken -SEC,7:02 PM,Track 2,Broadway Station Fair Lawn,False
Port Jervis,11:40 AM,Track Single,Campbell Hall Station,True
Hoboken -SEC,12:14 PM,Track Single,Campbell Hall Station,True
Hoboken -SEC,2:14 PM,Track Single,Campbell Hall Station,True
Middletown,2:21 PM,Track Single,Campbell Hall Station,True
Hoboken -SEC,3:27 PM,Track Single,Campbell Hall Station,True
Middletown,4:15 PM,Track Single,Campbell Hall Station,True
Port Jervis,5:38 PM,Track Single,Campbell Hall Station,True
Port Jervis,6:20 PM,Track Single,Campbell Hall Station,True
Port Jervis,6:48 PM,Track Single,Campbell Hall Station,True
Port Jervis,7:20 PM,Track Single,Campbell Hall Station,True
Port Jervis,7:44 PM,Track Single,Campbell Hall Station,True
Port Jervis,8:01 PM,Track Single,Campbell Hall Station,True
Port Jervis,8:32 PM,Track Single,Campbell Hall Station,True
Port Jervis,9:27 PM,Track Single,Campbell Hall Station,True
Hoboken -SEC,10:04 PM,Track Single,Campbell Hall Station,True
Port Jervis,11:55 PM,Track Single,Campbell Hall Station,True
Port Jervis,2:35 AM,Track Single,Campbell Hall Station,True
New York -SEC,"10:39 AM
           in 15 Min",Track 2,Chatham Station,False
Dover,10:57 AM,Track 1,Chatham Station,False
New York -SEC,11:23 AM,Track 2,Chatham Station,False
Dover,11:40 AM,Track 1,Chatham Station,False
New York -SEC,12:30 PM,Track 2,Chatham Station,False
Dover,12:40 PM,Track 1,Chatham Station,False
Hoboken,1:04 PM,Track 2,Chatham Station,False
New York -SEC,1:30 PM,Track 2,Chatham Station,False
Dover,1:41 PM,Track 1,Chatham Station,False
New York,2:30 PM,Track 2,Chatham Station,False
Dover,2:48 PM,Track 1,Chatham Station,False
Hackettstown,3:09 PM,Track 1,Chatham Station,False
New York -SEC,3:13 PM,Track 2,Chatham Station,False
Dover,3:28 PM,Track 1,Chatham Station,False
New York,3:51 PM,Track 2,Chatham Station,False
Dover,4:08 PM,Track 1,Chatham Station,False
New York -SEC,4:16 PM,Track 2,Chatham Station,False
New York -SEC,4:34 PM,Track 2,Chatham Station,False
Mount Olive,4:41 PM,Track 1,Chatham Station,False
Philadelphia,11:20 AM,Track Siding,Cherry Hill Station,True
Atlantic City,11:34 AM,Track Siding,Cherry Hill Station,True
Philadelphia,1:11 PM,Track Siding,Cherry Hill Station,True
Atlantic City,1:26 PM,Track Siding,Cherry Hill Station,True
Philadelphia,3:03 PM,Track Siding,Cherry Hill Station,True
Atlantic City,3:17 PM,Track Siding,Cherry Hill Station,True
Philadelphia,4:55 PM,Track Siding,Cherry Hill Station,True
Atlantic City,5:09 PM,Track Siding,Cherry Hill Station,True
Philadelphia,6:07 PM,Track Siding,Cherry Hill Station,True
Atlantic City,6:21 PM,Track Siding,Cherry Hill Station,True
Atlantic City,7:31 PM,Track Siding,Cherry Hill Station,True
Philadelphia,8:02 PM,Track Siding,Cherry Hill Station,True
Atlantic City,9:29 PM,Track Siding,Cherry Hill Station,True
Philadelphia,10:00 PM,Track Siding,Cherry Hill Station,True
Atlantic City,11:23 PM,Track Siding,Cherry Hill Station,True
Philadelphia,11:56 PM,Track Siding,Cherry Hill Station,True
